,Author,Date,text
1844,Roy Maurer Jun 14,6/15/2017 1:05 PM,"A pair of bipartisan senators introduced legislation today that would provide a $5,000 tax credit to employers that hire people from registered apprenticeship programs.

Maria Cantwell, D-Wash., and Susan Collins, R-Maine, introduced their bill aimed at closing the national skills gap as the White House is making a series of announcements on apprenticeships this week.

The Apprenticeship and Jobs Training Act of 2017 goes further than President Donald Trump's actions, according to Cantwell's office, ""Creating a concrete, powerful incentive for businesses and workers to embrace apprenticeship programs, accelerating the adoption of the apprenticeship model, and helping businesses refocus on the benefits of training and educating their workers.""

Apprenticeship programs offer an alternative to a four-year college degree and allow student workers to learn in-demand skills with on-the-job training and, often, an educational component.

Employers invest in talent in exchange for their continued labor for an agreed period.

Support of apprenticeships and other alternative career pathways has been advocated as a solution for industries like construction and manufacturing that have had trouble hiring qualified workers to replace retiring employees and has found favor in the technology sector, which also faces a large skills gap.

According to the Washington, D.C.-based National Skills Coalition, an advocacy organization aimed at advancing national investments in workforce development, 53 percent of U.S. jobs are middle-skilled, meaning that they require some form of postsecondary education and training beyond high school but not a four-year degree.

Only 43 percent of U.S. workers are trained at this level.

""Employers across a range of industries struggle to find skilled workers, and apprenticeship and other work-based learning strategies are getting increased attention as a solution,"" said Kermit Kaleba, federal policy director for the National Skills Coalition.

Create a $5,000 tax credit for up to three years for companies that hire individuals enrolled in a federal- or state-registered apprenticeship program.

Employers that participate in a multiemployer apprenticeship program would be eligible to receive a credit of $3 per hour that each individual enrolled in the program works.

Cantwell claimed that the bill would establish ""The first-ever national incentive for apprentice programs.""Allow senior employees near retirement to draw from their pensions early if they're involved in the mentoring or training of new employees.

Workers must be at least 55 years old and must spend at least 20 percent of their time training or educating employees or students.

Help veterans get into skilled jobs that match their military experience sooner by allowing credit in apprenticeship requirements for previous military training.

""The upfront costs for setting up apprenticeships can be daunting, particularly for small and medium-sized employers,"" Kaleba said.

""The Cantwell-Collins bill offers one key tool to address the challenges employers face, and it's a step toward creating pathways to good jobs for U.S. workers.""

Was this article useful? SHRM offers thousands of tools, templates and other exclusive member benefits, including compliance updates, sample policies, HR expert advice, education discounts, a growing online member community and much more."
1846,Kaylee Johnston,6/15/2017 10:22 AM,"By Kaylee Johnston, Special to the Telegram & Gazette WORCESTER - YouthBuild partnered with Saint-Gobain for a volunteer day to install new vinyl siding on Friendly House after more than 40 years of painted-over deterioration.

Seventeen YouthBuild teens and young adults and 11 Saint-Gobain volunteers split into three groups Wednesday to finish the YouthBuild project on the two-story building that has been underway for about a week.

Friendly House, open since 1920, is a multi-service community center that offers shelter, emergency help, food, medical care, classes and more to inner-city families.

""In three years Friendly House will be 100 years old. We've been in the neighborhood ever since and so this is a fine way for us to take a look at the next 100 years in terms of what a wonderful job we've done,"" said Gordon Hargrove, executive director of Friendly House.

YouthBuild, a Training Resources of America program, offers hands-on construction skills training and high school equivalency test preparation to at-risk youth ages 16-24.

Upon the completion of the yearlong program of community service, education and a big construction project, the students are given the Home Builders Institute Pre-Apprenticeship Certificate Training certificate as well as the opportunity to earn their high school equivalency diploma.

""YouthBuild is very much to my heart. I love what they do,"" said Kim Harmon, president and CEO of Training Resources of America.

""You're putting back into the community, and that's just something special. When you drive by you're going to see Friendly House and say, 'Remember that day we did the siding on that?' When you see different things you're doing in the community it also sets home with you, that's why I love it.""

A product donation, estimated at $15,000, from Saint-Gobain's sister company CertainTeed made the project possible, according to Brenda Heller of Saint-Gobain.

""Our organizations have had a relationship for about 50 years, and about eight years ago it blossomed with the YouthBuild Worcester organization,"" said Bradley H. Johnson, vice president of Saint-Gobain Abrasives in North America.

YouthBuild has been around since 1999, but Saint-Gobain wasn't focused on the program until 2010.

Although the organizations have all been intertwined for years, this is the first event when all three of the organizations were able to meet up and work together on a project.

""We've been long-standing partners with Saint-Gobain and also with Friendly House, and I know we do a lot of community service work besides our regular basic projects that we do. We've built two houses with Friendly House in the past from the ground up,"" Ms. Harmon said.

""I know Friendly House was in need of having the siding done. They had tried painting it before and it just didn't work. So we got the product donation and the people here to do it, and we just thought it was a nice match and to give a nice volunteer community day at Friendly House."""
1847,Staff,6/15/2017 11:09 AM,"President Trump is putting a spotlight Thursday on his administration's efforts to broaden the reach of private-sector apprenticeship programs, part of an effort to close a ""Skills gap"" that the White House says is leaving millions of jobs unfilled.

Trump plans to sign an executive order that would reorient and expand ApprenticeshipUSA, a grant program that was previously championed by the Obama administration and has been supported by Democrats and Republicans alike.

The administration's aim, according to White House officials, is to give more flexibility to third parties - including businesses, trade associations and labor unions - to design programs that will offer skills training to those who are seeking jobs for which they are not yet qualified.

Under current rules, the Labor Department is too heavy handed in crafting the programs, a senior White House official said before Trump's announcement, expected late Thursday morning.

""The process is simply too hard,"" the official said, saying Trump and his daughter Ivanka Trump will also use ""The bully pulpit"" that the White House provides to encourage more businesses to create apprenticeship programs.

The administration is seeking to broaden the use of such programs beyond manufacturing to other sectors, including health care and accounting, the official said.

Trump wants to expand the program's budget to about $200 million, roughly twice its existing level, by redirecting other money from the Labor Department, the official, who briefed the media on the condition of anonymity, told reporters.

White House officials say they are seeking bipartisan support for their job-training initiative, a different tack than Trump has used in trying to push through marquee legislation on health care and tax reform.

In his yet-unrealized efforts to revamp the Affordable Care Act and cut taxes, Trump and congressional Republicans are trying to use a parliamentary maneuver that would allow them to pass bills without any Democratic buy-in.

Trump has decried Democrats as ""Obstructionists"" to his initiatives.

Last year, the Obama administration trumpeted its efforts to expand apprenticeship programs, including $90 million secured in the budget for ApprenticeshipUSA through a bipartisan agreement.

""Apprenticeships are among the surest pathways to provide American workers from all backgrounds with the skills and knowledge they need to acquire good-paying jobs and grow the economy,"" the Obama administration said in a news release at the time.

The executive order Trump is set to sign Thursday also establishes a task force to recommend ways to promote apprenticeships and directs the Labor Department to evaluate the effectiveness of its various job-training programs.

Trump spent 14 seasons as host of the NBC reality show ""The Apprentice,"" and administration officials have sought to play that down in selling this initiative.

Trump had planned to sign the executive order on apprenticeships during a trip to the Labor Department on Wednesday, but that visit was canceled after a shooting at a Republican congressional baseball practice in Alexandria, Va.."
1850,Laurie Kellman Associated Press,6/15/2017 11:34 AM,"WASHINGTON - President Donald Trump on Thursday ordered more money and a bigger role for private companies in designing apprenticeship programs meant to fill some of the 6 million open jobs in the U.S. Trump signed an executive order to roughly double to $200 million the taxpayer money spent on learn-to-earn programs.

The money would come from existing job training programs.

The executive order would leave it to industry to design apprenticeships under broad standards to be set by the Labor Department.

""We're training people to have great jobs and high paying jobs,"" Trump said at a White House ceremony.

""We're here today to celebrate the dignity of work and the greatness of the American worker.""

Trump is directing the government to review and streamline some 43 workforce programs across 13 agencies.

Senior administration officials have said Trump was reluctant to spend more federal funds on apprenticeships, so the boost would come from existing money, perhaps from the streamlining process.

The officials spoke Thursday on condition of anonymity to preview Trump's order.

Companies have long complained that they can't find trained people to fill highly technical jobs, and apprenticeship programs have sprung up around the country.

Companies now have to register with the Labor Department and adhere to government guidelines.

There are about 500,000 apprenticeship positions in the U.S. Trump had campaigned on creating jobs.

The executive order addresses the nation's ""Skills gap"" that have left millions of open jobs unfilled.

Apprenticeships would give students a way to learn skills without the crippling debt of four-year colleges, and expand those opportunities to women, minorities and other populations underrepresented among the nation's roughly 505,000 apprentices.

Trump accepted a challenge earlier this year from a CEO to create 5 million new apprenticeships.

""The Trump administration has said there's a need that can be met with a change in the American attitude toward vocational education and apprenticeships. A November 2016 report by former President Barack Obama's Commerce Department found that""apprenticeships are not fully understood in the United States, especially"" by employers, who tend to use apprentices for a few, hard-to-fill positions"" but not as widely as they could.

The shortages for specifically trained workers cut across multiple job sectors, from construction trades to agriculture, manufacturing, information technology and health care.

Critics say Trump can't be promoting apprenticeships while he proposes cutting federal job training funding by as much as 40 percent - from $2.7 billion to $1.6 billion.

There also are questions about oversight of apprenticeship programs that begin and operate almost completely under the control of the company.

Of the 146 million jobs in the United States, about 0.35 percent - or slightly more than a half-million - were filled by active apprentices in 2016.

Filling millions more jobs through apprenticeships would require the government to massively ramp up its efforts.

""Scaling is the big issue,"" said Robert Lerman, a fellow at the Urban Institute.

Another complication: only about half of apprentices finish their multi-year programs.

Fewer than 50,000 people - including 11,104 in the military - completed their apprenticeships in 2016, according to Labor Department.

Trump's resume includes the hit television show, ""The Apprentice."""
1855,Globe Newswire,6/15/2017 2:01 PM,"The Executive Order will streamline the administrative process of the current apprenticeship program by shifting the certification from the Department of Labor to industry; encouraging apprenticeships in colleges, high schools and other entities; and most importantly will double funding for apprenticeship programs.

""Apprenticeships create more affordable education and job training, especially for those Americans who want to work in the hospitality, restaurant and foodservice industry. The National Restaurant Association Educational Foundation has already begun creating and implementing our apprenticeship program and with today's Executive Order we will have even more opportunities to help employees in the hospitality industry move up the ladder for fulfilling and rewarding careers,"" stated Dawn Sweeney, President and CEO of the National Restaurant Association.

Last year, the National Restaurant Association Educational Foundation was awarded a contract by the U.S. Department of Labor to create the first ever federally registered hospitality sector apprenticeship program.

Together with the American Hotel and Lodging Association, the NRAEF launched the Hospitality Sector Registered Apprenticeship project.

Through this project, we will identify at least 450 apprentices in the restaurant, foodservice and hospitality industry, and put them on a defined pathway to management-level positions through on-the-job paid training and standardized instruction.

""We are excited about working with the Administration to help create more job and career opportunities in the restaurant, foodservice and hospitality industry through apprenticeship. The Foundation has already begun working with the industry to develop and implement an apprenticeship program that provides the skills and training needed for career advancement across multiple management positions,"" stated Rob Gifford, Executive Vice President, National Restaurant Association Educational Foundation.

Founded in 1919, the National Restaurant Association is the leading business association for the restaurant industry, which comprises 1 million restaurant and foodservice outlets and a workforce of more than 14.7 million employees.

We represent the industry in Washington, D.C., and advocate on its behalf.

We operate the industry's largest trade show; leading food safety training and certification program; unique career-building high school program.

As the philanthropic foundation of the National Restaurant Association, the National Restaurant Association Educational Foundation's mission of service to the public is dedicated to enhancing the industry's training and education, career development and community engagement efforts.

The NRAEF and its programs work to Attract, Empower and Advance today's and tomorrow's restaurant and foodservice workforce.

NRAEF programs include: ProStart(R) - a high-school career and technical education program; Restaurant Ready - partnering with community based organizations to provide ""Opportunity youth"" with skills training and job opportunities; Military - helping military servicemen and women transition their skills to restaurant and foodservice careers; Scholarships - financial assistance for students pursuing restaurant, foodservice and hospitality degrees; and, the Hospitality Sector Registered Apprenticeship Project - a partnership with the American Hotel & Lodging Association providing a hospitality apprenticeship program for the industry."
1858,Staff,6/15/2017 3:04 PM,"President Donald Trump should be commended for his Thursday executive order expanding apprenticeship grants.

The simple but unpopular truth is that college isn't right for everyone, and there are many fulfilling and rewarding careers in the skilled trades.

""Trump's aides said the executive order will make it easier for businesses to operate their own unique apprenticeship programs, cutting back red tape,"" Politico reports.

According to a senior White House official quoted by Politico, ""The Department of Labor to date has been very prescriptive and very restrictive on the apprenticeship programs, but the Department of Labor is not an expert as to various individual sectors and what the qualifications are. So we're going to let the industry put forth its proposals as to what should make up a high-quality apprenticeship program. But the Department of Labor still sits over and above it and still adjudicates it at the end of the day.""

As the Labor Department notes, ""Nine in 10 Americans who complete apprentice training land a job, and their average starting salary is $60,000 a year.""

The apprenticeship program has broad bipartisan support.

""Apprenticeships typically take the form of an employer and some type of education provider teaming up to offer hands-on training to prospective workers,"" explains Andy Smarick of the American Enterprise Institute.

""Most apprenticeships are government certified. Importantly, apprenticeships are paid, making them attractive to older workers who can't go without an income and younger workers hoping to avoid borrowing for further education.""

The U.S. has the strange combination of a low labor force participation rate, along with an awful lot of unfilled jobs, particularly in skilled trade areas.

The problem is that many of those who are out of work lack the specific skills to fill those open positions.

Apprenticeship programs, run by the companies who know what their needs are, will help address this massive mismatch.

""Apprenticeship opportunities should be determined by firms, not by bureaucrats,"" writes Michael Strain, also with AEI. ""The funding for apprenticeship programs should come from existing job-training funds, as well as from college aid. The college-for-all model needs to be shelved; the marginal dollar of college aid would be better spent here in many cases.""

""Not every young person is suited to four years of college,"" Reich wrote recently.

""They may be bright and ambitious but they won't get much out of it. They'd rather be doing something else, like making money or painting murals. They feel compelled to go to college because they've been told over and over that a college degree is necessary. Yet if they start college and then drop out, they feel like total failures. Even if they get the degree, they're stuck with a huge bill - and may be paying down their student debt for years. And all too often the jobs they land after graduating don't pay enough to make the degree worthwhile.""

The Trump administration is doing the right thing by helping to provide for alternatives to college."
1860,Staff,6/15/2017 3:44 PM,"President Donald Trump announced Thursday a plan to make apprenticeships the core of his strategy to fight unemployment.

As part of the administration's ""Workforce development week,"" the president's push to train a new generation of workers is geared at matching workers with millions of open jobs and thus, closing the phenomenon known as the ""Skills gap,"" the disparity between the skills employers want and those applicants have.

Critics say the announcement doesn't jive with the deep cuts laid out in his proposed budget, which slashes Labor Department funding by 21% and guts training and employment services aimed at getting unemployed Americans back to work.

As the details begin to roll in, here are four things you should know.1.

What is An Apprenticeship?Apprentice programs combine on-the-job training with classroom instruction - ""Earn while you learn"" is the phrase Trump has used frequently throughout the last week.

Apprenticeships are available across a variety of disciplines, but are most common in the construction, manufacturing, public administration and transportation industries.

Today, Trump mentioned expansion into machinery, tech, steel and ""Roads and bridges.""

As of last year, 505,000 people held apprenticeships in the U.S., according to Department of Labor data.

About half of the all the active apprentices are in construction, and another 35% are in manufacturing.

These programs enjoy a fair amount of bipartisan support, and have gotten a lot of buzz in recent months: In a March roundtable discussion, Salesforce CEO Marc Benioff called on Trump to create 5 million apprenticeships in the next five years.

Such programs are sometimes tapped as alternatives to four-year colleges.

Trump's apprenticeship rollout, he said Thursday, will ""Place students into great jobs without the crippling debt"" that often comes with it.2.

What's Trump's plan?Trump's speech was light on details, but according to the Associated Press, about $200 million will be used for the new program.

That nearly doubles the existing level and the funds will be used from the Labor Department.

The driving point, officials say, is to give employers, unions and trade groups more flexibility to design their own apprenticeship programs outside the Labor Department's ultra-specific guidelines.

""We have regulations on top of regulations,"" Trump said Thursday.

""We're empowering companies, unions, industry groups and federal agencies to go out and create new opportunities for millions of citizens.""

So How Will This Work With the Trump Budget? While the executive order is being touted as a strategy to fight unemployment, it follows a proposed budget that axes funding to the Labor Department by 21%, drastically reduces the Workforce Innovation and Opportunity Act, and slashes grants aimed at getting unemployed Americans back to work.

On Thursday, Trump also touted the importance of getting more women into apprenticeships, but the White House budget eliminates a $1 million women in apprenticeship grants.

""The goals of this program will be met with the broader Apprenticeship program,"" the budget notes.

The proposed budget also drastically reduces funding to the Women's Bureau, the only federal agency responsible for with advocating for working women.

When the president and his daughter Ivanka Trump toured a Wisconsin technical college to promote the plan earlier in the week, Wisconsin Senator Tammy Baldwin said the message from the White House ""Doesn't match the reality of the budget cuts they are proposing.""

Wait, Didn't Obama Have an Apprenticeship Program? Apprenticeships were a priority for the Obama Administration and in 2015, Obama awarded $175 million in apprenticeship grants - the first-ever programmatic funding for registered apprenticeships in the U.S.In 2016, nearly $90 million in grants were appropriated for apprenticeship expansion.

On Twitter Thursday, Chris Lu, Former Deputy Labor Secretary under Obama, said Trump's executive order ""Is simply a funding shift from other training programs."""
1861,Staff,6/15/2017 3:51 PM,"""We want to make sure that we have the workforce development programs we need to ensure these jobs are being filled by American workers."" -President Donald J. Trump.

AMERICAN WORKERS LEFT BEHIND: Many American workers are being left behind as current education and training programs fail to equip them with the skills they need.

Apprenticeships will not only keep jobs in America, but ensure that American workers and trained and hired to fill those jobs.

Despite many available job vacancies, millions of American workers do not have the opportunity to gain the skills necessary to thrive in a 21st century economy.

There are 6 million vacant jobs in the United States, the highest number since 1980.

According to a 2014 Georgetown University study, by 2020, some form of education or training beyond high school will be required for 65 percent of all jobs.

Instead of getting the skills needed to meet new opportunities, Americans are being left with a pile of debt and, in too many cases, no direct pathway to a stable job.

Total student loan debt in the United States is now over $1.4 trillion.

The average student loan debt, for students graduating with debt in the class of 2016, is over $30,000.

Of total aggregate student loan debt, over 11 percent was over 90 days delinquent or in default.

Only 11 percent of employers strongly agree that America's institutions of higher education are teaching graduates the skills their companies need.

Many Federal job-training programs are falling short.

In fiscal year 2017, the Government funded 43 job-training programs across 13 agencies, totaling $16.7 billion, not counting Pell grants.

Many of these programs do not work and must be reformed.

OPPORTUNITY FOR AMERICAN WORKERS: President Donald J. Trump is providing opportunity for Americans to gain skills needed to succeed and thrive as the economy grows.

President Trump recognizes the value of skill-focused education and is taking steps to create more options for Americans.

The Executive Order he is signing today takes important steps to expand apprenticeships and improve job-training programs.

The Executive Order: Responds to the desire of third-party groups to create more flexible apprenticeship programs and directs the Department of Labor to allow companies, trade associations, and unions to develop their own ""Industry-recognized apprenticeship"" guidelines, which DOL will review for quality and then approve.

Directs DOL to use available funding to promote apprenticeships, especially in sectors where apprenticeships are not currently widespread. Creates a task force that will recommend ways to promote apprenticeships.

Requires all Federal agencies to review and evaluate the effectiveness of their job training programs, and consider how to best consolidate certain programs for increased accountability.

Expanding access to apprenticeships will provide American workers with more options and opportunities to get an affordable education and a well-paying job.

DOL data shows that over 90% of apprentices find employment after completing their program, and their average starting wage is $60,000 annually.

Graduates of apprenticeship programs see a $300,000 lifetime increase in earnings, without the burden of student loan debt.

Congress must act to make it easier for Americans to access education that is affordable, teaches relevant skills, and leads to good jobs.

Having a degree is not enough; Americans need an education that equips them with the tools to succeed.

Job training and higher education programs should be evaluated and reformed to ensure Federal dollars are available for Americans to spend on the courses, programs, and pathways that lead them toward a stable job and a higher paycheck.

A PROMISE TO THE AMERICAN PEOPLE: President Trump is fulfilling his promise to the American people to provide opportunities to succeed as jobs are coming back to the country."
1862,Staff,6/15/2017 3:51 PM,"""The president knows that apprenticeship programs offer demand-based skills and good, stable jobs with reduced or no student debt. And the president knows that apprenticeship programs offer the best way of reducing the skills gap.""

There are 6 million job openings in the United States.

In a Business Roundtable survey of CEOs released just last week, 95 percent of executives reported difficulty finding qualified employees.

Americans want to work; American companies want to hire.

The available jobs do not match the prospective employees' job skills.

This skills gap is a particular challenge in some of the fastest growing sectors of the economy: financial services, health care and information technology.

There are 360,000 job vacancies in manufacturing.

There are also 200,000 available construction jobs, and with President Donald Trump's forthcoming investment in infrastructure, that number will, in all likelihood, increase substantially.

The most obvious and immediate benefit for graduating apprentices is a high-earning job.

Individuals who complete an apprenticeship program, on average, earn a starting wage of more than $60,000 per year.

This is higher than the average starting salary of students who graduate from traditional colleges.

Nearly nine out of 10 are employed upon completing their apprenticeships.

Despite these benefits, apprentices make up only 0.3 percent of the American workforce, with large-scale apprenticeship programs largely limited to the construction sector.

The building trades unions, working together with contractors, spend more than $1 billion per year funding a nationwide network of nearly 1,600 teaching centers.

The industry understands the benefits of skilled workforce and is willing to pay to teach its workers.

Throughout his career, President Trump has seen firsthand the success of apprenticeship programs in the building trades.

Throughout his campaign, as he met with a countless number of Americans, President Trump repeated his commitment to expand job opportunities here in America.

Apprenticeships will be one of the ways that President Trump will deliver on his commitment.

The president knows that apprenticeship programs offer demand-based skills and good, stable jobs with reduced or no student debt.

The president knows that apprenticeship programs offer the best way of reducing the skills gap."
1866,Nicholas Wyman,6/16/2017  4:33 PM,"Apprenticeships are getting a lot of press in the past few days as something of a cure-all for America?s economic woes. Skills shortages are stifling our economy, particularly in global export and advanced high-value manufacturing markets. In fact, across the U.S., industries are begging for talented workers as six million vacancies remain unfilled. Why? Too few Americans have the skill profiles that businesses need.  And in parallel, we pressure our kids to get a college degree thinking ? and believing ? it?s a secure path to a job, career and higher status.

Signing a presidential order Thursday to expand modern apprenticeship, the President made it clear that apprenticeship is a solid career choice for all Americans.  Not a second-class option. And this will help change perceptions.  Apprenticeships are a time-honored system to upskill the young or novices, boost productivity, allow apprentices to earn high wages and secure rewarding careers."
1867,Robert Graboyes,6/16/2017  5:00 PM,"President Trump, like President Obama before him, is touting apprenticeships as a way to revitalize the American labor force. There are good reasons for enthusiasm about this approach and some significant areas for caution. It?s also important to consider apprenticeships as simply part of a broader range of labor market reforms.  Apprenticeships generally involve partnerships between employers and educational institutions. Participants study to gain skills and academic credentials. They also work at paid jobs (not unpaid internships) where their mentors train them for immediately usable skills. President Trump referred to the idea as ?earn while you learn.?

According to the Labor Department, around 90 percent of those completing apprenticeship programs receive job offers when they complete their programs, with average starting salaries around $60,000. Plus, they arrive at that point without accumulating the crushing debts their college-bound contemporaries often accumulate. The federal government plays an oversight role ? enforcing the contractual relationships between schools, employers and apprentices.  The specifics of how the Trump administration will promote apprenticeships remain to be seen, but the broad themes appear to be more federal grants to support the programs, less federal oversight over (interference with?) the programs and greater reliance on non-college sources of educational services (private companies, for example)."
1871,Kathy Gurchiek Jun 16,6/16/2017 1:01 PM,"President Donald Trump issued an executive order on June 15 to expand apprenticeships and vocational training.

The order calls for creating a Task Force on Apprenticeship Expansion, an Excellence in Apprenticeship Program and industry-recognized apprenticeships.

It also calls for promoting apprenticeships at colleges and universities and expanding access to apprenticeships.

Finally, it directs the head of each government agency that administers any job-training program to evaluate-using a third party, when feasible-the effectiveness of those efforts.

The U.S. Department of Labor will fund the task force.

The president said his order empowers companies, unions, industry groups and federal agencies ""To go out and create new apprenticeships for millions of our citizens."" The directive removes what he called ""Federal restrictions that have prevented many different industries from creating apprenticeship programs."" However, he did not specify what those restrictions are.

CNN reported that the new program will cost $200 million and take some authority away from the DOL, noting that ""The executive order is more of a directive and less a dramatic change in administrative policy."" It quoted one official who said there were 43 separate workforce programs across 13 federal agencies.

The executive order was the latest in a flurry of activity this week by the former host of the TV show ""The Apprentice"" to tout the benefits of experience-based job training.

The president said that he met with some of the nation's governors on the morning of June 15 to discuss how his administration can work with them to expand the workforce training initiative, and the day before he met with CEOs of major U.S. companies who support apprenticeship initiatives.

He originally was scheduled to speak to the DOL on June 14 and sign the executive order then, but that was postponed after a gunman opened fire on a congressional baseball practice at a park in Alexandria, Va. Trump opened a White House briefing on June 15 by calling for thoughts and prayers for House Majority Whip Steve Scalise, R-La., and his family.

Scalise, who remained in the hospital a day after the shooting, was among those injured.

Trump also praised Capitol Police officers and other first responders for their efforts to save lives.

Earlier in the week, Trump and his eldest daughter, Ivanka, visited Waukesha County Technical College in Milwaukee with 2016 presidential campaign rival Gov. Scott Walker of Wisconsin.

In a speech there, Trump said he wanted all high schools in the U.S. to offer apprenticeships, ""Programs that open up more opportunities for all students, whether they want to go to a four-year college, a technical college, trade school, or work and learn as a skilled apprentice.""

In a White House press briefing June 12, DOL Secretary Alexander Acosta noted that while the average starting salary for apprentices who have completed their training is $60,000, those who have gone through apprenticeship programs make up only 3 percent of the U.S. workforce.

In his executive order, Trump said that expanding apprenticeships and ""Reforming ineffective education and workforce development programs"" will help unemployed Americans gain relevant work experience and skills and help match them with available jobs.

The federal government has certified apprenticeship programs for more than 75 years, according to the DOL, and there are more than 533,000 apprenticeships available in more than 1,000 occupations throughout the U.S. The DOL's Office of Apprenticeship offers the Quick Start Toolkit for employers that want to create an apprenticeship program and information on what an apprenticeship typically entails.

In recent years the U.S. has been looking to European models that ""Provide fast-tracked, on-the-job training in white-collar professions,"" according to The Hechinger Report.

The Report, which covers innovations in education, is a project of the Hechinger Institute on Education and the Media at the Columbia University Teachers College in New York City.

Rebekah Rombom, vice president of career services and business development at the Flatiron School in the greater New York City area, offered organizations some tips for creating apprenticeships.

The school trains students in web development through 12 intensive weeks of instruction, works with organizations to develop curricula that target the job skills they seek in job candidates, and helps companies develop their own apprenticeships.

She said HR professionals should designate a manager who will pair each apprentice with an employee who can answer questions and provide feedback.

HR professionals should also allow time for onboarding.

As with any employee, she said, expect apprentices to take a few weeks to be productive.

""Building an apprenticeship program from scratch can seem like a giant mountain to climb,"" Rombom told SHRM Online in an e-mail.

""But we've worked with companies to build programs that started as small as [having] one apprentice.""

Was this article useful? SHRM offers thousands of tools, templates and other exclusive member benefits, including compliance updates, sample policies, HR expert advice, education discounts, a growing online member community and much more."
1873,Paul Fain,6/16/2017 12:00 PM,"President Trump on Thursday signed an executive order that seeks to expand apprenticeships, in part by opening the door to alternative education providers and giving industry groups a more active role with the federal apprenticeship program.  ?Apprenticeships place students into great jobs without the crippling debt of traditional four-year college degrees,? Trump said at the White House event. ?Instead, apprentices earn while they learn.?

The administration did not mention any new money Thursday, but sources said it plans to announce an allocation of up to $200 million, which would be more than double the $90 million for apprenticeships in this year?s federal budget.  The White House has said it wants growth industries that historically have not focused much on apprenticeships, including health care, IT and manufacturing, to expand their offerings."
1877,Eric Duvall,6/16/2017 4:50 AM,"June 15 - President Donald Trump on Thursday signed an executive order aimed at increasing apprenticeships and training for blue collar jobs.

The order seeks to expand the number of people qualified to work in the building trades and other manual labor positions, industries that are experiencing a dire shortage of qualified workers.

The federal government estimates there are 6 million jobs unfilled in the building trades.

A part of the problem is too few young people are pursuing careers as plumbers, electricians, carpenters, welders and other more specialized building trades - and the typical four-year college degree doesn't qualify an individual to work in those fields.

By seeking to expand apprenticeships and other trade training programs, Trump said more Americans would be able to find fulfilling work.

The executive order permits industry groups to create their own apprenticeship programs and submit them to the Department of Labor for review and funding.

""We're empowering these companies, these unions, industry groups, federal agencies to go out and create new apprenticeships for millions of our citizens. Apprenticeships place students into great jobs without the crippling debt of traditional four-year college degrees. Instead, apprentices earn while they learn,"" Trump said.

The topic of apprenticeships and other workforce development initiatives enjoys bipartisan support on Capitol Hill.

Democrats, backed by organized labor, support programs that will create more union jobs.

Republicans, backed by business interests, want to improve the nation's workforce and fill positions companies need in order to grow.

Trump's executive order also requires all federal agencies that participate in apprenticeship programs or workforce training to examine whether their efforts are duplicative or could be combined with other programs to greater effect.

Trump singled out his daughter and adviser, Ivanka, for her work on the apprenticeship program.

""So I want to thank my daughter Ivanka and her leadership. She has worked so hard on this. She understands how important it is. We're training people to have great jobs and high-paying jobs,"" he said."
1879,Micki Bare,6/16/2017 7:32 PM,"Eighteen local students have been selected for pre-apprenticeships in a program designed to expand the workforce pool for advanced manufacturing in Randolph County.  In April, representatives from area manufacturing companies meandered through classrooms at Randolph Community College (RCC) during an orientation event. Armed with packets of information on each potential apprentice, including a photo, demographics and application information, the reps sought to identify candidates who would fit well into their organization?s culture ? for the next four to five years. Longer if the apprenticeship led to an offer of full-time employment.

The week-long event was step four in the process leading to the first cohort of Apprenticeship Randolph apprentices.  ?We have a group of kids who have known since they were in diapers that they were going to college. Then we have a group of kids who really know that they don?t want to go to college,? said Nancy Cross, director of Career and Technical Education (CTE) for the Randolph County School System (RCSS). ?They don?t necessarily see a connection between what they?re doing (in high school) and their next step. Apprenticeship Randolph serves as that connection.?"
1880,PR Web,6/16/2017 7:40 AM,"""This type of initiative can significantly help promote the modernization of the U.S. apprenticeship system, and close the ever-widening talent gap.""

""This type of initiative can significantly help promote the modernization of the U.S. apprenticeship system, and close the ever-widening talent gap. Bringing the right parties together, to advocate for an apprenticeship model that works for today's workforce, can transform the way we educate and prepare our young people for successful careers. The original apprenticeship model - developed following the first industrial revolution - successfully altered attitudes toward training for the most formative industries of that era. And, clearly it can serve the same purpose, today.""

Aiming to modernize apprenticeship programs in the U.S. by invigorating practical, real-life workforce training and development in high growth industries such as IT, Healthcare and Advanced Manufacturing, Franklin Apprenticeships will bridge the widening skills gap between young adults, employers and workforce development communities that need to attract, employ and retain young professionals.

About Franklin Apprenticeships Franklin Apprenticeships is igniting a movement.

Launched in May 2017, Franklin Apprenticeships is a new U.S. based consulting and capacity building firm dedicated solely to delivering on the promise for U.S. expansion of Apprenticeship Programs.

Working in partnership with Businesses, Educators, Families, and Economic and Workforce Development Agencies, we offer the strategy, tools, and support network to help shape a re-imagined Apprenticeship system."
